,PS Code,Regional code,PS Name,ConstCode,Constituency,District,Region,Address,Location,Latitude,Longitude
95,C010601,C,METHODIST CHURCH. SAMPAMAN 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,METHODIST CHURCH. SAMPAMAN 1 GA SOUTH GREATER ACCRA,Methodist Church,5.58215,-0.31109
96,C010602,C,METHODIST CHURCH. SAMPAMAN 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,METHODIST CHURCH. SAMPAMAN 2 GA SOUTH GREATER ACCRA,Methodist Church,5.58215,-0.31109
97,C010603,C,TEMP BOOTH. SAMPAMAN 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,TEMP BOOTH. SAMPAMAN 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
98,C010604,C,TEMP BOOTH. SAMPAMAN 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,TEMP BOOTH. SAMPAMAN 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
99,C010605,C,FOOT OF APLAKU CHAPEL HILL. NEW APLAKU,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,FOOT OF APLAKU CHAPEL HILL. NEW APLAKU GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
100,C010606,C,OLD BARRIER MOSQUE. NEW APLAKU 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,OLD BARRIER MOSQUE. NEW APLAKU 1 GA SOUTH GREATER ACCRA,Old Barrier Mosque,5.55023,-0.33077
101,C010607,C,OLD BARRIER MOSQUE. NEW APLAKU 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,OLD BARRIER MOSQUE. NEW APLAKU 2 GA SOUTH GREATER ACCRA,Old Barrier Mosque,5.55023,-0.33077
102,C010608,C,CHRISTIAN METH. SNR HIGH SCH. NEW APLAKU 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,CHRISTIAN METH. SNR HIGH SCH. NEW APLAKU 1 GA SOUTH GREATER ACCRA,Christian Meth. SNR High School,5.54444,-0.33287
103,C010609,C,CHRISTIAN METH. SNR HIGH SCH. NEW APLAKU 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,CHRISTIAN METH. SNR HIGH SCH. NEW APLAKU 2 GA SOUTH GREATER ACCRA,Christian Meth. SNR High School,5.54444,-0.33287
104,C010610,C,SALIFU AYITTAH. NEW APLAKU 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,SALIFU AYITTAH. NEW APLAKU 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
105,C010611,C,SALIFU AYITTAH. NEW APLAKU 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,SALIFU AYITTAH. NEW APLAKU 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
106,C010612,C,LIGHT OF THE WORLD SCH. NEW APLAKU 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,LIGHT OF THE WORLD SCH. NEW APLAKU 1 GA SOUTH GREATER ACCRA,Light of the World School,5.54728,-0.33405
107,C010613,C,LIGHT OF THE WORLD SCH. NEW APLAKU 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,LIGHT OF THE WORLD SCH. NEW APLAKU 2 GA SOUTH GREATER ACCRA,Light of the World School,5.54728,-0.33405
108,C010614,C,UNIVERSITY COLLEGE OF MGT STUDIES. NEW APLAKU 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,UNIVERSITY COLLEGE OF MGT STUDIES. NEW APLAKU 1 GA SOUTH GREATER ACCRA,University College of Mgt Studies,5.54668,-0.3386
109,C010615,C,UNIVERSITY COLLEGE OF MGT STUDIES. NEW APLAKU 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,UNIVERSITY COLLEGE OF MGT STUDIES. NEW APLAKU 2 GA SOUTH GREATER ACCRA,University College of Mgt Studies,5.54668,-0.3386
110,C010616,C,SETHDEL COMPLEX SCH. NEW APLAKU 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,SETHDEL COMPLEX SCH. NEW APLAKU 1 GA SOUTH GREATER ACCRA,Sethdel Complex School,5.53799,-0.33179
111,C010617,C,SETHDEL COMPLEX SCH. NEW APLAKU 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,SETHDEL COMPLEX SCH. NEW APLAKU 2 GA SOUTH GREATER ACCRA,Sethdel Complex School,5.53799,-0.33179
112,C010618,C,REDEEMER SCHOOL. MILE 11-NEW BORTIANOR 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,REDEEMER SCHOOL. MILE 11-NEW BORTIANOR 1 GA SOUTH GREATER ACCRA,Redeemer School,5.53731,-0.35533
113,C010619,C,REDEEMER SCHOOL. MILE 11-NEW BORTIANOR 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,REDEEMER SCHOOL. MILE 11-NEW BORTIANOR 2 GA SOUTH GREATER ACCRA,Redeemer School,5.53731,-0.35533
114,C010620,C,STARTRITE MONTESSORI SCH. NEW BORTIANOR 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,STARTRITE MONTESSORI SCH. NEW BORTIANOR 1 GA SOUTH GREATER ACCRA,Startrite Montessori School,5.54457,-0.35583
115,C010621,C,STARTRITE MONTESSORI SCH. NEW BORTIANOR 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,STARTRITE MONTESSORI SCH. NEW BORTIANOR 2 GA SOUTH GREATER ACCRA,Startrite Montessori School,5.54457,-0.35583
116,C010622,C,BELIEVERS INT'L SCH. NEW BORTIANOR 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,BELIEVERS INT'L SCH. NEW BORTIANOR 1 GA SOUTH GREATER ACCRA,Believers International School,5.54206,-0.35013
117,C010623,C,BELIEVERS INT'L SCH. NEW BORTIANOR 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,BELIEVERS INT'L SCH. NEW BORTIANOR 2 GA SOUTH GREATER ACCRA,Believers International School,5.54206,-0.35013
118,C010624,C,TEMP BOOTH. BROADCASTING-KORKORDJOR 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,TEMP BOOTH. BROADCASTING-KORKORDJOR 1 GA SOUTH GREATER ACCRA,"Broadcasting Road, Gbawe, Ga South, Greater Accra",5.544368666,-0.361974822
119,C010625,C,TEMP BOOTH. BROADCASTING-KORKORDJOR 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,TEMP BOOTH. BROADCASTING-KORKORDJOR 2 GA SOUTH GREATER ACCRA,"Broadcasting Road, Gbawe, Ga South, Greater Accra",5.544368666,-0.361974822
120,C010626,C,TEMP BOOTH. RED TOP-DUNKONAH 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,TEMP BOOTH. RED TOP-DUNKONAH 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
121,C010627,C,TEMP BOOTH. RED TOP-DUNKONAH 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,TEMP BOOTH. RED TOP-DUNKONAH 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
122,C010628,C,CBS PREP SCH. BROADCASTING TOP-NEW BORTIANOR 1,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,CBS PREP SCH. BROADCASTING TOP-NEW BORTIANOR 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
123,C010629,C,CBS PREP SCH. BROADCASTING TOP-NEW BORTIANOR 2,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,CBS PREP SCH. BROADCASTING TOP-NEW BORTIANOR 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
124,C010630,C,ST. PETER'S AND PAULS CATHOLIC SCH. WEST HILLS,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,ST. PETER'S AND PAULS CATHOLIC SCH. WEST HILLS GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
125,C010631,C,YAMIN ISLAMIC SCHOOL. NEW BORTIANOR,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,YAMIN ISLAMIC SCHOOL. NEW BORTIANOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
126,C010632,C,OBENG BLOCK FACTORY. CASSAVA FARM,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,OBENG BLOCK FACTORY. CASSAVA FARM GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
127,C010633,C,ADANSEMAN POLICE STATION. NEW BORTIANOR,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,ADANSEMAN POLICE STATION. NEW BORTIANOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
128,C010634,C,LAS VEGAS. NEW BORTIANOR,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,LAS VEGAS. NEW BORTIANOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
129,C010635,C,FIRST GATE. DUNKONAH-REDTOP,C0101,BORTIANOR-NGLESHIE AMANFRO,GA SOUTH,GREATER ACCRA,FIRST GATE. DUNKONAH-REDTOP GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
130,C010701,C,M.A JHS. NSUOBRI 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,M.A JHS. NSUOBRI 1 GA SOUTH GREATER ACCRA,"Nsobri, Ga South, Greater Accra",5.73507,-0.50714
131,C010702,C,M.A JHS. NSUOBRI 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,M.A JHS. NSUOBRI 2 GA SOUTH GREATER ACCRA,"Nsobri, Ga South, Greater Accra",5.73507,-0.50714
132,C010703,C,MA PRIM SCH. OBOSOMASE,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. OBOSOMASE GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
133,C010704,C,MA PRIM SCH. AKWETIAKO,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. AKWETIAKO GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
134,C010705,C,MA PRIM SCH. MMAPEHIA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. MMAPEHIA GA SOUTH GREATER ACCRA,"Mampehia, Ga South, Greater Accra",5.71638,-0.484
135,C010706,C,METH. CHURCH. ASHWENEAGMOR,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,METH. CHURCH. ASHWENEAGMOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
136,C010707,C,MA PRIM SCH. BESEASE,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. BESEASE GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
137,C010801,C,MA PRIM SCH. AKWEIMAN,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. AKWEIMAN GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
138,C010802,C,MA PRIM SCH. ASUOM,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. ASUOM GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
139,C010803,C,MA PRIM SCH. NANKASU-ASUOM,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. NANKASU-ASUOM GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
140,C010804,C,MA PRIM SCH. KYEKYEWERE,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. KYEKYEWERE GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
141,C010901,C,ANGLICAN CHURCH 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,ANGLICAN CHURCH 1 GA SOUTH GREATER ACCRA,Anglican Church-Jei Krodua,5.64793,-0.4944
142,C010902,C,ANGLICAN CHURCH 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,ANGLICAN CHURCH 2 GA SOUTH GREATER ACCRA,Anglican Church-Jei Krodua,5.64793,-0.4944
143,C010903,C,APOSTOLIC CHURCH 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,APOSTOLIC CHURCH 1 GA SOUTH GREATER ACCRA,Ghana Apostolic Church,5.5086,-0.33692
144,C010904,C,APOSTOLIC CHURCH 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,APOSTOLIC CHURCH 2 GA SOUTH GREATER ACCRA,Ghana Apostolic Church,5.5086,-0.33692
145,C010905,C,MA PRIM SCH. FANTEMAYERA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. FANTEMAYERA GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
146,C011001,C,MA PRIM SCH. OBELIAKWA 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. OBELIAKWA 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
147,C011002,C,MA PRIM SCH. OBELIAKWA 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. OBELIAKWA 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
148,C011003,C,CHIEF'S HOUSE AFAJATOR,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,CHIEF'S HOUSE AFAJATOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
149,C011004,C,MA PRIM SCH. ABUASA KOMKOM,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. ABUASA KOMKOM GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
150,C011101,C,MA PRIM SCH. PANFO 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. PANFO 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
151,C011102,C,MA PRIM SCH. PANFO 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. PANFO 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
152,C011103,C,COLD STORE. TENBIBIAN,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,COLD STORE. TENBIBIAN GA SOUTH GREATER ACCRA,Cold Store,5.69853,-0.46554
153,C011104,C,MA PRIM SCH. ASHAMOAH,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. ASHAMOAH GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
154,C011105,C,TEMP BOOTH AGONOR,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,TEMP BOOTH AGONOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
155,C011106,C,CHURCH OF PENTECOST. AGBAZO,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,CHURCH OF PENTECOST. AGBAZO GA SOUTH GREATER ACCRA,Church of Pentecost,5.71222,-0.42312
156,C011201,C,MA PRIM SCH. OBOM,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. OBOM GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
157,C011202,C,MA PRIM SCH. OBOKWASHIE,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. OBOKWASHIE GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
158,C011203,C,MA JHS. OBOM,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA JHS. OBOM GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
159,C011204,C,MA PRIM SCH. KONKON OBOM,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. KONKON OBOM GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
160,C011205,C,METH. PRIM SCH. BABIANEHA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,METH. PRIM SCH. BABIANEHA GA SOUTH GREATER ACCRA,"Bebianeha, Ga South, Greater Accra",5.71669,-0.45022
161,C011301,C,MA PRIM SCH. ODUMAN-ASUABA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. ODUMAN-ASUABA GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
162,C011302,C,MA PRIM SCH. KOFI DONKOR,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. KOFI DONKOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
163,C011303,C,TEMP BOOTH. KWABLAFIO,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,TEMP BOOTH. KWABLAFIO GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
164,C011304,C,DRUG STORE. KOJOMAN,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,DRUG STORE. KOJOMAN GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
165,C011305,C,NURSERY SCH. OKAIDJAMAN,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,NURSERY SCH. OKAIDJAMAN GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
166,C011306,C,CRUSADE OF CHRIST CHURCH. ABLODOO AYAA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,CRUSADE OF CHRIST CHURCH. ABLODOO AYAA GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
167,C011401,C,MA PRIM SCH. FANKYENEKOR,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. FANKYENEKOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
168,C011402,C,MA PRIM SCH. DOMEFAASE,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. DOMEFAASE GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
169,C011403,C,MA PRIM SCH. PAANOR,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. PAANOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
170,C011404,C,ANGLICAN PRIM SCH. TWEREBO,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,ANGLICAN PRIM SCH. TWEREBO GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
171,C011405,C,ABCM CHURCH. OBESEE,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,ABCM CHURCH. OBESEE GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
172,C011501,C,CENTRAL MOSQUE. ODUMPRALA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,CENTRAL MOSQUE. ODUMPRALA GA SOUTH GREATER ACCRA,Central Mosque,5.66413,-0.36352
173,C011502,C,M.A. PRIM SCH. KOFI KWEI 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,M.A. PRIM SCH. KOFI KWEI 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
174,C011503,C,M.A. PRIM SCH. KOFI KWEI 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,M.A. PRIM SCH. KOFI KWEI 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
175,C011504,C,M.A. PRIM SCH. KUDEHA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,M.A. PRIM SCH. KUDEHA GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
176,C011505,C,CHURCH OF PENTECOST. AYIDAN,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,CHURCH OF PENTECOST. AYIDAN GA SOUTH GREATER ACCRA,Church of Pentecost,5.71222,-0.42312
177,C011506,C,UNITY BAPTIST CHURCH. AYITEY KORTOR,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,UNITY BAPTIST CHURCH. AYITEY KORTOR GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
178,C011601,C,METHODIST PRIM SCH. DOMEABRA 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,METHODIST PRIM SCH. DOMEABRA 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
179,C011602,C,METHODIST PRIM SCH. DOMEABRA 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,METHODIST PRIM SCH. DOMEABRA 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
180,C011603,C,METHODIST PRIM SCH. DOMEABRA 3,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,METHODIST PRIM SCH. DOMEABRA 3 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
181,C011604,C,GREAT SAS PREP SCH. DOMEABRA 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,GREAT SAS PREP SCH. DOMEABRA 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
182,C011605,C,GREAT SAS PREP SCH. DOMEABRA 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,GREAT SAS PREP SCH. DOMEABRA 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
183,C011606,C,TEMP BOOTH. AFADI 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,TEMP BOOTH. AFADI 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
184,C011607,C,TEMP BOOTH. AFADI 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,TEMP BOOTH. AFADI 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
185,C011608,C,CHRIST PENTECOSTAL CHURCH. ODUNKWA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,CHRIST PENTECOSTAL CHURCH. ODUNKWA GA SOUTH GREATER ACCRA,Christ Pentecostal Church. Abeka,5.60049,-0.25103
186,C011609,C,ABBEAM INSTITUTE OF TECHNOLOGY,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,ABBEAM INSTITUTE OF TECHNOLOGY GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
187,C011701,C,MA PRIM SCH. DANCHIRA 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. DANCHIRA 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
188,C011702,C,MA PRIM SCH. DANCHIRA 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. DANCHIRA 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
189,C011703,C,MA PRIM SCH. BALAGONNOR 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. BALAGONNOR 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
190,C011704,C,MA PRIM SCH. BALAGONNOR 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. BALAGONNOR 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
191,C011705,C,MA PRIM SCH. AMOOMAN 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. AMOOMAN 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
192,C011706,C,MA PRIM SCH. AMOOMAN 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. AMOOMAN 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
193,C011707,C,MA PRIM SCH. OKOMAN,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,MA PRIM SCH. OKOMAN GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
194,C011801,C,M.A. PRIM SCH. ASHALAJA 1,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,M.A. PRIM SCH. ASHALAJA 1 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
195,C011802,C,M.A. PRIM SCH. ASHALAJA 2,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,M.A. PRIM SCH. ASHALAJA 2 GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
196,C011803,C,CENTRAL MOSQUE. ASHALAJA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,CENTRAL MOSQUE. ASHALAJA GA SOUTH GREATER ACCRA,Central Mosque,5.66413,-0.36352
197,C011804,C,HEALTH POST. KWAME ANUM,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,HEALTH POST. KWAME ANUM GA SOUTH GREATER ACCRA,Health Post-Kwame Anm,5.66821,-0.37067
198,C011805,C,M.A. PRIM SCH. OBAKROWA,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,M.A. PRIM SCH. OBAKROWA GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
199,C011806,C,M.A. PRIM SCH. KROKOHWE,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,M.A. PRIM SCH. KROKOHWE GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
200,C011807,C,TEMP BOOTH. BOSOMAFISE,C0102,DOMEABRA-OBOM,GA SOUTH,GREATER ACCRA,TEMP BOOTH. BOSOMAFISE GA SOUTH GREATER ACCRA,"Ga South, Greater Accra",5.71851,-0.48509
